Aktivitätstyp,Datum,Favorit,Titel,Distanz,Kalorien,Zeit,Ø Herzfrequenz,Maximale Herzfrequenz,Aerober TE,Ø Schrittfrequenz (Laufen),Max. Schrittfrequenz (Laufen),Ø Geschwindigkeit,Maximale Geschwindigkeit,Anstieg gesamt,Abstieg gesamt,Ø Schrittlänge,Durchschnittliches vertikales Verhältnis,Ø vertikale Bewegung,Ø Bodenkontaktzeit,Durchschnittliche Balance der Bodenkontaktzeit,Ø Trittfrequenz,Max. Trittfrequenz,Training Stress Score®,Ø Leistung,Max. Leistung,Grit,Flow,Züge insgesamt,Ø Swolf,Ø Schlagrate,Wiederholungen insgesamt,Sätze insgesamt,Routen insgesamt,Kletterzeit,Pausenzeit insgesamt,Tauchzeit,Minimale Temperatur,Oberflächenpause,Dekompression,Beste Rundenzeit,Anzahl der Runden,Maximale Temperatur,Zeit in Bewegung,Verstrichene Zeit,Minimale Höhe,Maximale Höhe
Radfahren,2022-09-13 06:22:07,false,"Würzburg Cycling","4,38","175","00:22:54","119","148","1,1","0","0","11,5","34,1","91","84","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","17,0","0:00","Nein","22:54.17.8","1","0,0","00:17:21","00:22:54","193","261"
Kajakfahren,2022-09-12 18:14:48,false,"Würzburg Polo","3,29","488","01:44:00","105","167","1,2","0","0","1,9","24,9","193","164","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","01:44:00.41.4","1","0,0","00:28:34","01:44:00","140","216"
Radfahren,2022-09-12 17:20:08,false,"Würzburg Cycling","8,56","188","00:27:37","116","153","1,4","0","0","18,6","49,6","92","147","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","10:30.74.7","2","0,0","00:25:30","00:27:37","174","281"
Radfahren,2022-09-12 06:22:34,false,"Würzburg Cycling","4,37","194","00:19:14","133","158","2,1","0","0","13,6","31,7","260","24","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","17,0","0:00","Nein","19:14.48.9","1","0,0","00:16:36","00:19:14","192","260"
Laufen,2022-09-10 15:45:13,false,"Würzburg Running","4,79","363","00:27:40","164","179","3,3","154","168","5:46","4:24","56","53","1,10","8,8","9,8","267","50,3 % Links / 49,7 % Rechts","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","27:40.07.4","1","0,0","00:27:20","00:31:03","25","45"
Radfahren,2022-09-09 13:08:04,false,"Würzburg Radfahren","4,81","72","00:13:47","101","119","0,3","0","0","20,9","39,9","69","66","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","22,0","0:00","Nein","13:47.15.5","1","0,0","00:13:38","00:13:47","199","252"
Radfahren,2022-09-09 06:31:25,false,"Würzburg Radfahren","4,31","137","00:16:07","123","145","1,3","0","0","16,1","29,7","79","85","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","16:06.75.4","1","0,0","00:15:44","00:16:07","182","256"
Radfahren,2022-09-08 17:20:17,false,"Würzburg Radfahren","4,84","89","00:15:03","105","129","0,4","0","0","19,3","39,3","69","77","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","15:03.38.8","1","0,0","00:14:43","00:15:03","199","254"
Radfahren,2022-09-08 06:27:33,false,"Würzburg Radfahren","4,26","154","00:17:08","126","149","1,6","0","0","14,9","28,6","69","50","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","17:07.94.7","1","0,0","00:16:34","00:17:08","189","255"
Radfahren,2022-09-07 21:42:06,false,"Würzburg Radfahren","4,83","72","00:27:45","97","216","0,1","0","0","10,4","25,8","66","35","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","27:45.02.2","1","0,0","00:21:03","00:27:45","178","214"
Kajakfahren,2022-09-07 18:25:56,false,"Würzburg Polo","3,45","399","01:31:24","100","161","1,2","0","0","2,3","9,4","169","192","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:31:24.20.9","1","0,0","00:33:06","01:31:24","135","172"
Radfahren,2022-09-07 17:37:20,false,"Würzburg Radfahren","8,51","191","00:28:37","114","152","1,4","0","0","17,8","37,0","84","161","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","11:13.42.7","2","0,0","00:27:12","00:28:37","175","281"
Radfahren,2022-09-07 06:30:46,false,"Würzburg Radfahren","4,23","151","00:16:42","127","154","1,7","0","0","15,2","29,6","78","50","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","16:41.93.1","1","0,0","00:16:33","00:16:42","189","264"
Radfahren,2022-09-06 17:36:56,false,"Würzburg Radfahren","4,36","78","00:17:12","95","120","0,2","0","0","15,2","31,6","38","136","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","17:12.34","1","0,0","00:15:13","00:17:12","180","255"
Radfahren,2022-09-06 06:28:44,false,"Würzburg Radfahren","4,30","174","00:23:54","118","151","1,5","0","0","10,8","32,0","91","40","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","23:54.06.4","1","0,0","00:16:13","00:23:54","211","283"
Radfahren,2022-09-05 21:44:19,false,"Würzburg Radfahren","4,55","52","00:13:52","107","149","0,1","0","0","19,7","31,5","35","13","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","13:52.19.5","1","0,0","00:13:00","00:13:52","178","202"
Kajakfahren,2022-09-05 18:36:13,false,"Würzburg Polo","2,92","364","01:13:18","107","152","0,8","0","0","2,4","60,6","155","131","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:13:18.04.4","1","0,0","00:27:05","01:13:18","135","192"
Radfahren,2022-09-05 17:49:06,false,"Würzburg Radfahren","4,98","145","00:15:35","129","163","2,0","0","0","19,2","38,2","29","56","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","15:34.86.2","1","0,0","00:13:09","00:15:35","174","200"
Radfahren,2022-09-05 15:58:30,false,"Würzburg Radfahren","3,07","54","00:11:07","97","116","0,2","0","0","16,6","33,2","23","33","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","11:06.54.1","1","0,0","00:10:11","00:11:07","189","210"
Radfahren,2022-09-05 15:36:18,false,"Würzburg Radfahren","1,56","26","00:05:04,3","98","121","0,1","0","0","18,4","52,0","18","49","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","05:04.28.6","1","0,0","00:04:34","00:05:04,3","206","255"
Radfahren,2022-09-05 06:21:17,false,"Würzburg Radfahren","4,37","152","00:19:15","120","148","1,3","0","0","13,6","34,1","90","91","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","19:14.80.3","1","0,0","00:17:13","00:21:01","191","265"
Kajakfahren,2022-09-04 14:21:14,false,"Würzburg Polo","0,01","421","00:39:36","150","190","3,1","0","0","0,0","8,0","12","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","39:35.60.7","1","0,0","00:00:09","00:39:36","171","176"
Kajakfahren,2022-09-04 11:55:35,false,"Würzburg Polo","0,01","317","00:27:01","155","185","3,0","0","0","0,0","--","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","27:01.04","1","0,0","00:00:00","00:27:01","119","175"
Kajakfahren,2022-09-04 10:31:18,false,"Würzburg Polo","0,00","382","00:39:03","144","184","2,9","0","0","0,0","0,8","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","39:02.74.7","1","0,0","00:00:00","00:39:03","168","178"
Kajakfahren,2022-09-03 17:32:53,false,"Würzburg Polo","0,02","397","00:36:40","155","188","3,3","0","0","0,0","18,9","14","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","36:39.67.9","1","0,0","00:00:03","00:36:40","172","214"
Kajakfahren,2022-09-03 16:20:08,false,"Würzburg Polo","0,01","297","00:26:19","157","192","3,1","0","0","0,0","--","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","26:18.92.2","1","0,0","00:00:00","00:26:19","148","174"
Kajakfahren,2022-09-03 14:25:29,false,"Würzburg Polo","0,01","335","00:32:59","144","180","2,7","0","0","0,0","4,3","4","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","32:59.34.2","1","0,0","00:00:04","00:32:59","171","176"
Kajakfahren,2022-09-03 12:29:12,false,"Würzburg Polo","0,03","408","00:53:10","135","184","2,9","0","0","0,0","49,9","9","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","53:10.46.1","1","0,0","00:00:21","00:53:10","170","174"
Kajakfahren,2022-09-03 10:45:40,false,"Würzburg Polo","0,01","294","00:29:11","150","185","3,0","0","0","0,0","--","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","29:11.43","1","0,0","00:00:00","00:29:11","184","193"
Kajakfahren,2022-09-03 09:20:17,false,"Würzburg Polo","0,02","394","00:35:17","154","189","3,2","0","0","0,0","--","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","18,0","0:00","Nein","35:16.79.2","1","0,0","00:00:00","00:35:17","167","192"
Radfahren,2022-09-01 16:21:46,false,"Würzburg Radfahren","4,71","73","00:13:28","101","135","0,4","0","0","21,0","46,3","54","73","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","13:27.64.8","1","0,0","00:12:35","00:13:28","188","248"
Radfahren,2022-09-01 06:21:59,false,"Würzburg Radfahren","4,29","132","00:16:51","119","141","1,1","0","0","15,3","29,9","80","69","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","16:50.78.6","1","0,0","00:16:12","00:16:51","179","251"
Radfahren,2022-08-31 21:12:20,false,"Würzburg Radfahren","4,75","46","00:18:58","89","122","0,1","0","0","15,0","26,0","102","16","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","18:57.52.5","1","0,0","00:16:58","00:18:58","177","237"
Kajakfahren,2022-08-31 18:29:22,false,"Würzburg Polo","0,95","489","01:37:28","112","159","2,0","0","0","0,6","19,8","15","50","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","01:37:27.78.3","1","0,0","00:08:41","01:37:28","153","191"
Radfahren,2022-08-31 17:45:24,false,"Würzburg Radfahren","4,66","115","00:17:00","113","138","0,7","0","0","16,5","36,5","30","72","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","17:00.41.4","1","0,0","00:14:33","00:17:00","180","201"
Radfahren,2022-08-31 16:38:24,false,"Würzburg Radfahren","4,79","69","00:13:50","98","128","0,3","0","0","20,8","38,8","74","54","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","13:50.14.6","1","0,0","00:13:06","00:13:50","223","259"
Radfahren,2022-08-31 06:19:15,false,"Würzburg Radfahren","4,26","143","00:16:44","124","143","1,4","0","0","15,3","30,7","78","43","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","16:44.39","1","0,0","00:16:25","00:16:44","189","263"
Radfahren,2022-08-30 17:43:46,false,"Würzburg Radfahren","4,84","78","00:13:42","104","126","0,4","0","0","21,2","45,4","29","101","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","13:42.01.8","1","0,0","00:12:53","00:13:42","183","250"
Radfahren,2022-08-30 07:30:00,false,"Würzburg Radfahren","4,24","166","00:15:24","138","164","2,3","0","0","16,5","32,0","79","58","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","15:24.04.6","1","0,0","00:14:18","00:15:24","189","265"
Radfahren,2022-08-29 21:08:40,false,"Würzburg Radfahren","4,52","72","00:18:20","108","170","0,3","0","0","14,8","26,0","117","12","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","18:19.57.8","1","0,0","00:17:25","00:18:20","176","240"
Kajakfahren,2022-08-29 18:53:50,false,"Würzburg Polo","0,81","438","01:17:54","116","168","2,0","0","0","0,6","52,6","43","68","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","01:17:53.60","1","0,0","00:06:42","01:17:54","135","195"
Radfahren,2022-08-29 18:23:12,false,"Würzburg Radfahren","4,99","132","00:16:20","120","149","1,4","0","0","18,4","43,5","37","61","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","16:19.79.4","1","0,0","00:13:48","00:16:20","174","201"
Radfahren,2022-08-29 17:24:54,false,"Würzburg Radfahren","3,06","56","00:09:41,4","103","128","0,3","0","0","18,9","34,4","25","29","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","09:41.44.7","1","0,0","00:09:00","00:09:41,4","188","211"
Radfahren,2022-08-29 17:02:15,false,"Würzburg Radfahren","1,59","26","00:04:41,9","101","121","0,1","0","0","20,3","45,0","6","63","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","04:41.91.6","1","0,0","00:04:28","00:04:41,9","204","254"
Radfahren,2022-08-29 06:10:55,false,"Würzburg Radfahren","4,40","183","00:18:56","131","150","2,1","0","0","14,0","39,7","148","24","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","18:55.71.1","1","0,0","00:16:45","00:18:56","192","271"
Laufen,2022-08-27 16:46:44,false,"Würzburg Laufen","4,82","380","00:29:45","161","179","3,5","159","201","6:10","4:18","115","135","1,00","10,1","10,1","277","50,0 % Links / 50,0 % Rechts","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","29:44.69.6","1","0,0","00:00:00","00:29:45","183","301"
Radfahren,2022-08-26 13:49:26,false,"Würzburg Radfahren","4,81","83","00:13:36","107","140","0,6","0","0","21,2","42,5","26","85","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","34,0","0:00","Nein","13:35.59","1","0,0","00:13:09","00:13:36","183","249"
Radfahren,2022-08-26 06:18:34,false,"Würzburg Radfahren","4,52","134","00:18:28","115","138","1,1","0","0","14,7","40,5","86","79","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","18:28.04.8","1","0,0","00:16:57","00:19:49","189","261"
Radfahren,2022-08-25 19:23:42,false,"Würzburg Radfahren","3,05","123","00:13:22","128","160","1,7","0","0","13,7","26,9","40","116","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","13:22.19","1","0,0","00:12:08","00:13:22","161","195"
Radfahren,2022-08-24 22:11:48,false,"Würzburg Radfahren","4,55","126","00:19:00","112","146","0,8","0","0","14,4","27,6","29","10","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","19:00.26","1","0,0","00:16:42","00:19:00","178","199"
Kajakfahren,2022-08-24 18:18:54,false,"Würzburg Polo","1,54","640","01:59:01","117","172","2,1","0","0","0,8","8,7","31","26","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:59:00.79","1","0,0","00:14:08","01:59:01","187","206"
Radfahren,2022-08-24 16:51:35,false,"Würzburg Radfahren","3,74","91","00:11:44","117","148","1,0","0","0","19,2","28,4","84","41","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","11:43.68.9","1","0,0","00:11:21","00:11:44","181","236"
Radfahren,2022-08-24 16:36:09,false,"Würzburg Radfahren","1,59","33","00:05:41,6","105","119","0,2","0","0","16,8","41,9","44","8","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","05:41.63","1","0,0","00:05:02","00:05:41,6","185","194"
Radfahren,2022-08-24 15:35:10,false,"Würzburg Radfahren","4,82","87","00:14:03","108","137","0,7","0","0","20,6","37,2","27","84","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","14:03.44.7","1","0,0","00:13:29","00:14:03","183","251"
Radfahren,2022-08-24 06:20:58,false,"Würzburg Radfahren","4,25","161","00:16:02","134","158","2,2","0","0","15,9","34,8","78","86","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","16:02.21.8","1","0,0","00:15:43","00:16:02","188","262"
Radfahren,2022-08-23 16:22:06,false,"Würzburg Radfahren","5,44","85","00:14:04","108","127","0,4","0","0","23,2","46,3","18","84","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","01:17.23.6","2","0,0","00:13:56","00:14:04","189","250"
Radfahren,2022-08-23 06:10:01,false,"Würzburg Radfahren","4,33","160","00:16:39","132","173","2,1","0","0","15,6","30,0","77","87","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","16:38.82.8","1","0,0","00:15:33","00:16:39","191","265"
Kajakfahren,2022-08-22 18:23:52,false,"Würzburg Polo","1,92","691","01:35:23","129","173","3,0","0","0","1,2","62,3","83","55","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","01:35:23.07.1","1","0,0","00:17:13","01:35:23","167","210"
Radfahren,2022-08-22 17:46:14,false,"Würzburg Radfahren","0,00","123","00:18:09","114","134","0,9","0","0","--","38,8","50","57","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","18:09.24.4","1","0,0","00:15:29","00:18:09","180","202"
Radfahren,2022-08-22 16:27:01,false,"Würzburg Radfahren","5,29","107","00:17:19","110","138","0,7","0","0","18,3","46,2","55","96","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","00:52.18.3","2","0,0","00:14:51","00:17:19","188","249"
Radfahren,2022-08-22 06:09:34,false,"Würzburg Radfahren","4,44","174","00:17:28","135","159","2,4","0","0","15,3","42,4","89","85","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","17:27.66.2","1","0,0","00:16:10","00:20:35","188","263"
Kajakfahren,2022-08-21 18:28:00,false,"Würzburg Polo","6,45","445","01:09:01","119","173","2,3","0","0","5,6","14,4","157","112","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:09:01.24","1","0,0","00:58:51","01:09:01","163","194"
Radfahren,2022-08-19 12:56:07,false,"Würzburg Radfahren","4,82","75","00:14:39","101","127","0,3","0","0","19,7","38,7","20","77","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","14:39.30.6","1","0,0","00:13:58","00:14:39","184","247"
Radfahren,2022-08-19 06:15:14,false,"Würzburg Radfahren","4,72","136","00:17:20","120","141","1,2","0","0","16,4","30,8","81","25","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","17:19.56.6","1","0,0","00:16:40","00:17:20","187","257"
Radfahren,2022-08-18 17:22:10,false,"Würzburg Radfahren","4,85","78","00:13:48","104","134","0,5","0","0","21,1","40,1","33","80","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","13:47.73.9","1","0,0","00:13:42","00:13:48","190","253"
Radfahren,2022-08-18 06:15:10,false,"Würzburg Radfahren","4,25","139","00:14:34","131","157","2,0","0","0","17,5","32,4","70","56","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","14:34.02","1","0,0","00:14:11","00:14:34","188","256"
Kajakfahren,2022-08-17 18:27:31,false,"Würzburg Polo","0,97","341","01:45:11","116","176","2,4","0","0","0,6","6,6","29","56","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","22,0","0:00","Nein","01:45:10.75.4","1","0,0","00:09:16","01:45:11","162","194"
Radfahren,2022-08-16 17:56:23,false,"Würzburg Radfahren","3,06","76","00:09:15,9","121","147","0,8","0","0","19,8","31,0","49","39","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","09:15.93.4","1","0,0","00:08:53","00:09:15,9","193","214"
Radfahren,2022-08-16 17:32:49,false,"Würzburg Radfahren","1,72","37","00:05:25,2","111","127","0,3","0","0","19,0","51,1","10","53","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","05:25.19.5","1","0,0","00:05:15","00:05:25,2","203","253"
Radfahren,2022-08-16 06:05:46,false,"Würzburg Radfahren","4,87","176","00:19:15","129","151","2,1","0","0","15,2","66,0","115","32","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","19:14.66.7","1","0,0","00:18:19","00:21:03","190","257"
Freiwasserschwimmen,2022-08-12 18:00:07,false,"Sigriswil Freiwasserschwimmen","303","65","00:11:38","123","154","1,3","0","0","3:50","0:50","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","177","72","15","0","--","--","--","--","0:00","22,0","0:00","Nein","11:38.25.7","1","0,0","00:07:05","00:11:38","--","--"
Wandern,2022-08-12 10:19:53,false,"Reichenbach im Kandertal Wandern","8,55","1.926","04:17:17","134","178","4,0","48","246","30:05","6:20","900","946","0,70","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","04:17:17.45.6","1","0,0","01:51:24","05:31:49","1.635","2.372"
Freiwasserschwimmen,2022-08-11 16:25:04,false,"Interlaken-Oberhasli Freiwasserschwimmen","291","65","00:10:41","95","133","0,3","0","0","3:40","0:24","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","87","62","8","0","--","--","--","--","0:00","23,0","0:00","Nein","10:41.25.5","1","0,0","00:06:53","00:10:41","--","--"
Freiwasserschwimmen,2022-08-10 19:18:31,false,"Thun Freiwasserschwimmen","181","37","00:07:28,8","96","117","0,2","0","0","4:08","1:03","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","62","71","9","0","--","--","--","--","0:00","23,0","0:00","Nein","07:28.77.6","1","0,0","00:04:04","00:07:28,8","--","--"
Wandern,2022-08-10 11:43:36,false,"Sigriswil Wandern","13,77","1.649","04:15:30","122","164","3,1","66","246","18:34","4:43","732","846","0,82","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","31:14.60.8","2","0,0","02:55:47","06:03:13","759","1.378"
Freiwasserschwimmen,2022-08-09 20:25:38,false,"Thun Freiwasserschwimmen","127","27","00:06:28,1","95","126","0,2","0","0","5:06","0:22","--","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","41","84","7","0","--","--","--","--","0:00","24,0","0:00","Nein","06:28.07.4","1","0,0","00:01:49","00:06:28,1","--","--"
Kajakfahren,2022-08-08 12:55:23,false,"Arzl im Pitztal Ww","13,62","288","01:17:57","92","120","0,2","0","0","10,5","19,0","135","214","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","18,0","0:00","Nein","01:17:56.75.2","1","0,0","01:13:31","01:17:57","638","722"
Kajakfahren,2022-08-07 14:51:16,false,"Scuol Ww","10,01","753","02:27:54","0","0","0,1","0","0","4,1","15,6","240","313","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","17,0","0:00","Nein","02:27:53.66.6","1","0,0","01:13:28","02:27:54","1.148","1.304"
Kajakfahren,2022-08-07 11:02:37,false,"Zernez Ww","9,31","699","02:02:57","0","0","0,1","0","0","4,5","13,9","156","352","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","19,0","0:00","Nein","02:02:57.22.9","1","0,0","01:09:22","02:02:57","1.275","1.402"
